period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2014,AK,Alaska,OTH,Other,,0,,819,,68,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AK,Alaska,PET,Petroleum,,515,,7004,,1141,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ID,Idaho,NG,Natural Gas,,1069,,470,,5,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ID,Idaho,OTH,Other,,2,,18564,,3683,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ID,Idaho,PET,Petroleum,,0,,1,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ID,Idaho,ALL,Total,216,1492,2.7,20225,.8,5782,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IL,Illinois,COL,Coal,,93282,,48656,,187419,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IL,Illinois,NG,Natural Gas,,3260,,3462,,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IL,Illinois,OTH,Other,,10,,5636,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IL,Illinois,PET,Petroleum,,71,,152,,54,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IL,Illinois,ALL,Total,1052,96624,.6,57906,1.9,187534,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IN,Indiana,COL,Coal,,97559,,108316,,296234,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IN,Indiana,NG,Natural Gas,,5457,,3431,,31,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IN,Indiana,OTH,Other,,245,,10775,,693,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IN,Indiana,PET,Petroleum,,1374,,4708,,346,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IN,Indiana,ALL,Total,1995,104636,2.2,127230,5.2,297304,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KS,Kansas,COL,Coal,,30458,,24889,,31498,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KS,Kansas,NG,Natural Gas,,1287,,2956,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KS,Kansas,OTH,Other,,0,,884,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KS,Kansas,PET,Petroleum,,49,,285,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KS,Kansas,ALL,Total,1407,31794,1.2,29014,1.3,31550,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KY,Kentucky,COL,Coal,,82729,,82884,,199709,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KY,Kentucky,NG,Natural Gas,,1750,,3424,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KY,Kentucky,OTH,Other,,45,,2216,,3010,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KY,Kentucky,PET,Petroleum,,1271,,729,,2142,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,KY,Kentucky,ALL,Total,2077,85795,2,89253,4.5,204873,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,COL,Coal,,20109,,15374,,63526,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,NG,Natural Gas,,30907,,45562,,166,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,OTH,Other,,64,,12629,,22744,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,PET,Petroleum,,6057,,3232,,9791,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,ALL,Total,1206,57137,1.5,76797,1.8,96227,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,COL,Coal,,2774,,2163,,3229,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,NG,Natural Gas,,8002,,3239,,37,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,OTH,Other,,1347,,7286,,1039,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,PET,Petroleum,,794,,1141,,2396,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,ALL,Total,913,12917,.9,13829,.4,6701,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,COL,Coal,,18071,,11547,,36332,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AK,Alaska,ALL,Total,1295,3558,5.2,15858,1.3,3895,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,COL,Coal,,46990,,44750,,124175,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,NG,Natural Gas,,20490,,8435,,117,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,OTH,Other,,2,,8850,,28432,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,PET,Petroleum,,152,,248,,724,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,ALL,Total,996,67635,.8,62283,2.1,153448,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,COL,Coal,,32637,,37871,,75942,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,NG,Natural Gas,,4579,,2739,,24,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,OTH,Other,,41,,6418,,13514,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,NG,Natural Gas,,1557,,2509,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,OTH,Other,,563,,4689,,2441,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,PET,Petroleum,,509,,1881,,2585,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,ALL,Total,1204,20701,1.1,20626,2.2,41369,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,COL,Coal,,200,,278,,559,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,NG,Natural Gas,,2211,,1080,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,OTH,Other,,630,,6906,,9178,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,PET,Petroleum,,362,,415,,1325,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,ALL,Total,565,3403,1.3,8679,1.7,11070,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,COL,Coal,,54456,,52728,,156939,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,NG,Natural Gas,,7425,,7798,,104,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,OTH,Other,,681,,14701,,7667,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AK,Alaska,COL,Coal,,1411,,2905,,2752,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AK,Alaska,NG,Natural Gas,,1650,,10740,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AK,Alaska,OTH,Other,,0,,745,,28,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AK,Alaska,PET,Petroleum,,615,,6815,,1377,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AK,Alaska,ALL,Total,1287,3676,6.7,21205,1.3,4165,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AL,Alabama,COL,Coal,,40819,,38719,,100454,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AL,Alabama,NG,Natural Gas,,23496,,9731,,130,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AL,Alabama,OTH,Other,,0,,7872,,27492,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AL,Alabama,PET,Petroleum,,127,,175,,715,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,AL,Alabama,ALL,Total,930,64442,.7,56497,1.7,128791,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,TX,Texas,OTH,Other,,8,,16686,,10214,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,TX,Texas,PET,Petroleum,,668,,2215,,2145,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,TX,Texas,ALL,Total,1190,243386,.8,189755,1.2,272491,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,US,United States,COL,Coal,,1385782,,1239491,,2436398,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,US,United States,NG,Natural Gas,,601106,,417748,,4212,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,US,United States,OTH,Other,,14811,,301343,,264234,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,US,United States,PET,Petroleum,,29753,,52103,,103618,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,US,United States,ALL,Total,1096,2031452,1,2010685,1.4,2808462,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,UT,Utah,COL,Coal,,29910,,48297,,17068,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,UT,Utah,NG,Natural Gas,,3715,,2441,,19,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,UT,Utah,OTH,Other,,48,,1483,,69,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,UT,Utah,PET,Petroleum,,15,,25,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,UT,Utah,ALL,Total,1767,33688,2.5,52246,.8,17160,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,VA,Virginia,COL,Coal,,18451,,17251,,22128,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,VA,Virginia,NG,Natural Gas,,14739,,6285,,46,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,VA,Virginia,OTH,Other,,808,,12677,,8465,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,VA,Virginia,PET,Petroleum,,900,,1773,,3102,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,VA,Virginia,ALL,Total,910,34898,.9,37986,.8,33741,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,VT,Vermont,NG,Natural Gas,,2,,2,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,VT,Vermont,OTH,Other,,0,,634,,41,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,VT,Vermont,PET,Petroleum,,9,,39,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,VT,Vermont,ALL,Total,12,11,.7,675,.1,67,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,WA,Washington,COL,Coal,,5656,,5978,,3124,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,WA,Washington,NG,Natural Gas,,5746,,2894,,38,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,WA,Washington,OTH,Other,,103,,6357,,9365,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,WA,Washington,PET,Petroleum,,81,,124,,205,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,WA,Washington,ALL,Total,233,11586,.3,15353,.2,12732,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,WI,Wisconsin,COL,Coal,,38688,,23772,,51049,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,WI,Wisconsin,NG,Natural Gas,,6050,,3129,,31,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,WI,Wisconsin,OTH,Other,,50,,9370,,5503,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2015,WI,Wisconsin,PET,Petroleum,,406,,673,,3211,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
